There is a comment in this first cell -- hover your mouse over it.,,,,,,,# OF BLANK HEXES:,232,,,
"PLEASE DO NOT SORT THIS SPREADSHEET - IT SHOULD REMAIN SORTED BY HEX #, STARTING WITH HEX 0101 AND ENDING WITH HEX 2023",,,,,,,,,,,
x,y,,HEX #,Terrain,Feature,,Author,Description,Social Media Link of Choice,Encounter?,Themes
04,21,,0421,Forest,,,Matthew Schmeer,"A single cow walks unceasingly in a circle on bloody stumps; it hooves are worn away to the ankle. The ground beneath the cow is trampled to bloody, pulpy mud and the battered and trampled carcasses of 255 cows are strewn about the circle. In the middle of the circle, a strange rune pulses and glows an eerie purplish-green light. From the center of the rune, pale white tentacles with hundreds of fanged beaks thrust out from the earth. The forest is completely silent.",http://rendedpress.blogspot.com,,"Baleful Sign, Circle of Cows, Anomaly"
04,22,,0422,Town / Farmland,LOWER DROGAT,,,,,,
04,23,,0423,Farmland,,,Matthew Schmeer,"The farmers and their sons here loathe outsiders and shun any interactions with strangers. They are outright rude and violent. The farmers's daughters and wives, however, attempt to seduce every stranger they meet, regardless of gender. Every farm has at least six housecats and every farmhouse features a black granite carving of a curled-up, sleeping cat. Mice and rats are nowhere to be found; indeed, even domesticated mice and pet rats go out of their way to avoid traversing this section of land.",http://rendedpress.blogspot.com,,Cat
05,01,,0501,Forest,,,,,,,
05,02,,0502,Open Countryside,,,,,,,
05,03,,0503,Mountains,,,,,,,
05,04,,0504,Mountains,,,,,,,
05,05,,0505,Forest,,,,,,,
05,06,,0506,Hills / Badlands,,,Stasis Engine,"There is a curious temporal anomaly in a valley in the middle of this hex – time here runs at triple speed. The area is deserted, since the aging effects are terrifying, but one or two farmers live on the other side of the hills and visit profuse orchards to collect triple harvests. Crossing this hex takes double time .",stasisengine.blogspot.com,,Temporal Anomaly
05,07,,0507,Open Countryside,,,,,,,
05,08,,0508,Forest,,,,,,,
05,09,,0509,Forest,,,Stasis Engine,"Rulf Half-man lives in this hex – a long-lived and unpleasant half-orc hermit. Actually extremely stupid. He inhabits a cave and brews massively powerful cider using wild apples: he is drunk on it most of the the time. He will sell it, swap it for news of the outside world, or just give it away when drunk enough. He also owns 3 apples of life, which grow on one specific tree near his cave once every 9 years and do not rot. Eating an entire one is the equivalent of having greater restoration cast on you. Rulf doesn't know much but he knows what they are, and how precious they are. ",stasisengine.blogspot.com,,NPC and Item
05,10,,0510,Open Countryside,,,,,,,
05,11,,0511,Swamp,,,Gus L.,"More desolate grey mud, stinging midges and ragged brown lilypads.  A friendly but off-putting old woman named Rizzela Punt lives in an half flooded barge festooned with dirty flags made of rags that is capsized near the bank of the Nesser river.  She sells dried frog jerky, 'swamp pearls', and hallucination producing incense.",http://dungeonofsigns.blogspot.com/,,
05,12,,0512,Open Countryside,,,,,,,
05,13,,0513,Forest,,,,,,,
05,14,,0514,Forest,,,,,,,
05,15,,0515,Open Countryside,,,,,,,
05,16,,0516,Forest,,,,,,,
05,17,,0517,Open Countryside,,,,,,,
05,18,,0518,Forest,,,,,,,
05,19,,0519,Farmland,,,Matthew Schmeer,"32 cows walk unceasingly in a circle, Should a cow die (naturally or by the sword), another cow wanders in from the northeast and assumes its place, the dead being pummeled into the earth. The ground beneath their hooves is trampled to bloody, pulpy mud. In the middle of the circle, a strange rune has been burned into the earth.",http://rendedpress.blogspot.com,,"Baleful Sign, Circle of Cows"
05,20,,0520,Open Countryside,,,Matthew Schmeer,An overturned merchant's wagon blocks the road.  The merchant and his assistant are dead; they have been gnawed to death. Their wagon contains succulent melons and gourds; eating any of the melons grants an immunity to disease for 24 hours. The gourds are just gourds. A dead Ratcoon is crushed under the wagon.,http://rendedpress.blogspot.com,,Hybrids
05,21,,0521,Open Countryside,,,,,,,
05,22,,0522,Forest,,,Matthew Schmeer,An idiot savant performs magical experiments on small forest creatures in a dilapidated cabin. Strange hybrids such as star-nosed weasels and skunkbadgers stalk the woods. ,http://rendedpress.blogspot.com,,Hybrids
05,23,,0523,Open Countryside,,,,,,,
06,00,,0600,Forest / Open Countryside,,,,,,,
06,01,,0601,Open Countryside,,,,,,,
06,02,,0602,Open Countryside,,,,,,,
06,03,,0603,Mountains,,,,,,,
06,04,,0604,Open Countryside,,,,,,,
06,05,,0605,Hills / Badlands,,,Stasis Engine,"The strange, weathered outcrop of rock here is known in local folklore and ancient legends as Belazias' throne: supposedly it looks like a huge chair. Anyone clambering up to sit in it can see further than seems natural – PC can choose to look at something (their home, the next hex, their target) and DM must give them some surveillance info about it – but the player must take a DC15WIS save or be affected by a long-term madness as per DMG260",stasisengine.blogspot.com,,Farsight
06,06,,0606,Forest,,,,,,,
06,07,,0607,Open Countryside,,,,,,,
06,08,,0608,Open Countryside,,,,,,,
06,09,,0609,Swamp,,,Matthew Schmeer,"A temple has sunk into the muck of the bog. The doors are beneath the waterline, but at least two stones in roof are moveable. A band of 13 Frog People are performing cleansing rights within the temple; they are furious if interrupted. Within the temple's treasure room are the skeletal remains of twelve harpies; each has a silver band fastened around one talon. If the talons are removed, the harpy skeletons animate and attack.",http://rendedpress.blogspot.com,,"Frog People, Harpies"
06,10,,0610,Forest,,,,,,,
06,11,,0611,Swamp,,,Gus L,"Wretched swamplands of grey mud and brown ropey weed that ends in ragged liliypads.  The swamp is home to four catoblepus, who, while solitary beasts of great gllom, lair at the foot of a pile of black rock, that also shelters an enormous colony of freshwater mussels which produce a profusion of lumpy green pearls. ",http://dungeonofsigns.blogspot.com/,,
06,12,,0612,Open Countryside,,,,,,,
06,13,,0613,Open Countryside,,,,,,,
06,14,,0614,Open Countryside,,,,,,,
06,15,,0615,Open Countryside,,,,,,,
06,16,,0616,Forest,,,,,,,
06,17,,0617,Open Countryside,,,,,,,
06,18,,0618,Farmland,,,,,,,
06,19,,0619,Farmland / Open Countryside,,,,,,,
06,20,,0620,Open Countryside,,,,,,,
06,21,,0621,Open Countryside,,,,,,,
06,22,,0622,Open Countryside,,,,,,,
06,23,,0623,Open Countryside,,,,,,,
07,01,,0701,Open Countryside,,,,,,,
07,02,,0702,Open Countryside,,,Gus L.,"The land to the North is filled with savage tribes of might thewed warriors, obessed with thier own wars and spiteful cycles of vendetta.  Among the knee high blue grass of this area a Barbarian Prince - about nine years old, but still improabaly muscular, carrying a small sword and wearing only a (fancy) fur loincloth - stares into the river.  His eyes are watering from the 'dust', he is certainly not crying, but his family to the far North has been slain by raiders and his pony finally died here.  If treated kindly he will make a good henchman (F1 - even as a child) but his ultimate goal will always be revenge and conquest.",http://dungeonofsigns.blogspot.com/,,Barbarian Prince
07,03,,0703,Mountains,,,Ramanan S.,"What appears to be a simple cave is actually the entrance to a strange alien spaceship. The crew is dead, but robots and monsters wander the halls and rooms filled with alien technology.",http://save.vs.totalpartykill.ca/,,Aliens
07,04,,0704,Open Countryside,,,Gus L.,"Green grass grows, tall and hearty among brittle bones. A blnket of them, the spngey yellowed bones of old death, men and horses both with only the mournful wind to tell their tales. ",http://dungeonofsigns.blogspot.com/,,
07,05,,0705,Forest,,,Gus L.,"Lovely forest, rich in game and filled with small pools that collect clear sweet water.  An abandoned hunting lodge and outlaying camps show signs of recent occupany.",http://dungeonofsigns.blogspot.com/,,
07,06,,0706,Open Countryside,,,,,,,
07,07,,0707,Open Countryside,,,,,,,
07,08,,0708,Open Countryside,,,,,,,
07,09,,0709,Forest,,,,,,,
07,10,,0710,Swamp,,,Gus L.,"The marsh here has been nearly drained as a dike along the river prevents it from refilling.  The Seers at Branwyn's Temple decreed the dike be built as the only way to stop the predations of an enormous Froghemoth that dwells in the center of this isolated swamp.  With its habitat diminished, prey vanishing and barely enough water to cover its bulk, the Froghemoth has buried itself in the mud of the swamp and will only rise if the noise of prey (such as human travellers) disturb its semi-hibernation.",http://dungeonofsigns.blogspot.com/,,frogs
07,11,,0711,Forest,BRANWYN'S TEMPLE,,Matthew Schmeer,The temple is deserted except for a large den of rabid Ratcoons. Hidden beneath the broken altar is an ingot of pure star-metal that burns to the touch. Disease follows it.,http://rendedpress.blogspot.com,,Hybrids
07,12,,0712,Forest,,,,,,,
07,13,,0713,Swamp,,,,,,,
07,14,,0714,Open Countryside,,,Stasis Engine,"There is a weftmeadow here – a strange geomantic occurrence, a weftmeadow looks like am infinitely radially symmetrical piece of pasture, with an odd, dazzling sheen to it, like a field viewed through a soapbubble. There is nothing dangerous in it – in fact it is utterly, perfectly safe – but the party will lose all sense of direction and exit through a random hex. ",stasisengine.blogspot.com,,Spatial Anomaly
07,15,,0715,Forest,,,,,,,
07,16,,0716,Forest,,,,,,,
07,17,,0717,Open Countryside,,,,,,,
07,18,,0718,Open Countryside,,,,,,,
07,19,,0719,Town / Farmland,BIRGUD,,,,,,
07,20,,0720,Open Countryside,,,Gus L.,"Hired by the Baron of [[Halowich]] and the mayor of [[Brigud]] 26 mercenary hobblers out of [[Drogat Castle]] (several have family in [[Cumry]]) led by a renegade knight of St. Cindilla are preparing to eradicate the Hole People colony nearby([[1019]]).  Even the callous mercenaries feel a bit chargrined about the mission, pitying the stone age troglodytes - they shouldn't. The Hole People will massacre them, popping out of holes to throw jagged stone spears, while thier dirt caller shaman summon mole swarms to cripple horses and  devour the mercenaries who fall prey to the Hole People's inummerable pit traps.",http://dungeonofsigns.blogspot.com/,,Warbands
07,21,,0721,Forest,,,Gus L.,"The spiderherds to the South 'graze' thier giant arachnid livestock here as these misty copses of trees are risch in birds.  A devil with a mask of beaten copper dwells among the roots of a fallen try here in a cozy moss caulked cottage.  She wears a robe made from the skins of hypocritical priests (which still chant incomprehensible prayers).  She has no boons to trade but will instantly know the past crimes of anyone who lies to her, and will bind herself to keep this knoweldge secret in exchange for a mortal soul.  Otherwise she will reveal the crimes to the proper authorities by letter.  The Spiderherds know the Copper Masked Devil's tricks, but prefer not to speak of her.",http://dungeonofsigns.blogspot.com/,,
07,22,,0722,Open Countryside,,,Gus L. ,"Semi-permenant camp of over four hundred nomadic spiderherds.  Wearing bright silk armor and large absurdly deocrated hats that show thier status and clan affiliations they are happy to trade news and goods, but somewhat fanatical in thier view that all relgions except the worship of Donat is blashphemous.  If angered the nomads will fight with repeating crossbows and long wavy bladed daggers.  Thier leaders are horomancers (time sorcerers) and often ride special domesticated giant spiders.",http://dungeonofsigns.blogspot.com/,,Warbands
07,23,,0723,Forest,,,,,,,
08,01,,0801,Hills / Badlands,,,Matthew Schmeer,"2,000 copper-colored housecats watch the mating frenzy of 70 monstrous-sized Blasting Spiders with keening interest. The cats look ready to pounce.",http://rendedpress.blogspot.com,,"Cats, Spiders"
08,02,,0802,Forest,,,,,,,
08,03,,0803,Forest,,,,,,,
08,04,,0804,Mountains,,,Gus L. ,"Generations of fervent belief by the warren of Hole People to the Northeast have caused a hideous slug godling - Filthsqaulor the Unhealthful to manifest in a series of water carved caves near the summit of this otherwise unremarkable mountain.  The creature is intelligent, very patient and very cruel.  It is also still mortal (As Giant Slug).  Recently Filthsqualor has started spawning spindly winged, disease spreading, bloodsucking slug demons (as stirges), flocks of which descend from its lair nightly and murder any non humanoid (other then Hole People) they find.",http://dungeonofsigns.blogspot.com/,,Hole People
08,05,,0805,Forest,,,,,,,
08,06,,0806,Hills / Badlands,,,Matthew Schmeer,"A band of bards and troubadors have set up camp and challenge all whom they encounter to a singing contest. Winners are awarded a half-keg of fine mead. Losers must swallow a live newborn giant slug. The encampment has converted an entire wagon into a slug-egg nursery. There is a 30% chance that one of the bards, if drunk enough, will reveal he was born to the Hole People but escaped several years ago.",http://rendedpress.blogspot.com,,Hole People
08,07,,0807,Forest / Open Countryside,,,,,,,
08,08,,0808,Forest,,,,,,,
08,09,,0809,Forest,,,,,,,
08,10,,0810,Open Countryside,,,,,,,
08,11,,0811,Forest,DOONSBARROW,,Vance A.,"The halfling settlement of [[Doonsbarrow]] has been overrun by telepathic giant spiders.  Those halflings remaining alive are trussed up in silk, mewling in madness as the spiders consume both body and mind.",http://leicestersramble.blogspot.com/,,
08,12,,0812,Forest,,,O Moody,"The camp of several halflings from [[Doonsbarrow]], who were out picking mushrooms when their village was attacked. They have built completely convincing-looking giant-spider-outfits out of unlikely materials, and use them to try to scare off danger. They are planning to infiltrate [[Doonsbarrow]] wearing the suits, and free their families from the spiders' silky larder. If they do this, they will all probably die.",,,
08,13,,0813,Forest,,,,,,,
08,14,,0814,Forest,,,,,,,
08,15,,0815,Forest,,,,,,,
08,16,,0816,Farmland,,,,,,,
08,17,,0817,Open Countryside,,,,,,,
08,18,,0818,Open Countryside,,,,,,,
08,19,,0819,Open Countryside,,,,,,,
08,20,,0820,Open Countryside,,,,,,,
08,21,,0821,Open Countryside,,,Vance A.,"The grassland here is home to several rabbit warrens.  Close inspection of the grass will reveal a faint grid of different grass species.  The rabbits, colored according to their warren, appear to move and displace one another in a giant, undiscernable strategy game.",http://leicestersramble.blogspot.com/,,Bunnies!
08,22,,0822,Open Countryside,,,,,,,
08,23,,0823,Open Countryside,,,,,,,
09,01,,0901,Mountains,RUINS OF JAKOR'S KEEP,,Gus L. ,"Jakor was only the most recent of a long line of foolish men to try to rebuild and hold this ancient keep.  His demise was predictible, as he and his warband were attakced from below by a mysterious army of dirt clad troglodytes after holding the keep for two years.  The [[Ruin of Jakor's Keep]] is a maze of monumental marble columns and detrius of ancient archetecture.  It still appears very defensible however.  A rough dock of unseasoned green timber is used by barges from [[Weshor]] to steal the ancient stonework.  Unknown to any, but obvious to anyone with a knowledge of thier ways, the ground beneath [[Jakor's Keep]] contains an enormous and ancient colony of diminuative Hole People.  Mostly oblivious to what happens above, and hidden by layers and layers of ruined caves filled with trash and detritus of Hole Person life, the colony will likely remain placid, but if disturbed, it is truely dangerous - A troglodyte empire, thousands strong, ruled with stone-age brutality by a half mole-demon cabal of Earth speaker sorcerers.",http://dungeonofsigns.blogspot.com/,,Hole people
09,02,,0902,Open Countryside,,,,,,,
09,03,,0903,Forest,,,,,,,
09,04,,0904,Hills / Badlands,,,,,,,
09,05,,0905,Open Countryside,,,Gus L. ,"A group of three filthy, scabby Hole People, exiles from the Warren to the Northeast ([[1102]]), cower in shallow pits during the day and wander confused by night.  All three are starving as lichen and slugs are hard to find in this lush grassland. The Hole People speak rudimentary common and if taught about a non-slug based diet might be convinced to act as henchmen (1st level halflings).  They are named: Skuto, Reft, and Slugibella, are extremely agoraphobic and carry only stone chopper knives and dirty moleskin cloaks.",http://dungeonofsigns.blogspot.com/,,Hole People
09,06,,0906,Open Countryside,,,,,,,
09,07,,0907,Open Countryside,,,Gus L.,"The river here is fast, as it narrows between cliff faces carved with ancient stone faces.  All of the faces are haggard and drooping like those of the people in [[ANGLEAE]].  All of the carved faces appear blind.",http://dungeonofsigns.blogspot.com/,,Angleae
09,08,,0908,Forest,,,,,,,
09,09,,0909,Open Countryside,,,,,,,
09,10,,0910,Open Countryside,,,,,,,
09,11,,0911,Forest,,,,,,,
09,12,,0912,Hills / Badlands,,,Luka R,"Nanofossil studded limestone broken into fantastic shapes and natural bridges, home to wandering cybernetically enhanced terror birds and their natural prey, scab monkey troups who farm the air-filtering anemone-bushes. Chance of space-bending jumpfish mushrooms (on eating, dimension door 1d1000' feet and take 1d6 INT damage, exploding).
Also here is a Tomb Museum of the Prelithics carved inside a great eroded cube of nephrite studded concrete. Protected by madmen drawn here by the riddle of meteoric iron, inside a small labyrinth stands the _First Portal_ and the _Statue of Meteoric Iron_. Using the statue at the Triportal at ([[204]])) opens a permanent teleportation tunnel between the two locations. Each use of the tunnel has a 20% chance of casting ironskin on the traveller and a 20% chance of casting sleep. Protective magics or a nephrite amulet protect from this.",http://wizardthieffighter.blogspot.ch/,,Lithic Remains
09,13,,0913,Forest,"Silent, melancholy forest",,O Moody,"This area of forest is silent: there are no sounds of any creature, the wind doesn't stir the trees. The flowers stay closed in daytime, and even the leaves on the trees seem to droop. A very keen-eared person might hear the sounds of many distant weeping voices. A lone elf, wanders the woods destraught for a lost love. They are followed by a band of fairies, who are greatly enjoying their part as a despairing chorus, and magically 'redecorating' the path before and behind them to 'suit the mood'. The elf returns frequently to the side of their dead lover, who fell in battle- the dead elf still wears their bright armor (loots?), and looks as though asleep but for the crimson blossom upon their breast.",,,fairies
09,14,,0914,Swamp,,,Nickolas Knepper,"Hidden in the center of the swamp, buried 10' under the muck and water is a leather sack, sewn from the skins of children. Placed here long ago by an ancient and wealthy witch seeking immortality. This was her sacrifice to undergo the transformation into a green hag and now she guards this swamp to prevent the theft of her sacrifice, which would undo her foul magical existance. She has also learned to summon and control 1d100 crawling claws once per night and it is the locals knowledge of this that has given the swamp it's name, Severed Swamp.",,,
09,15,,0915,Forest,,,O Moody,"Hill giant chosen by fairies as their king. He is greatly confused by this state of affairs, but not a little pleased. the fairies will demand proper respect & tribute for their king- all party members should be asked for something, and are expected to one-up each other. If the king is given sufficent tribute, or if the fairies are sufficiently impressed for other reasons, they will prompt their king to somehow reward his loyal subjects. If sufficient tribute is not given, or if attacked, they will call upon their 'king' to save them, and all of them fall about in a great play of distress, avoiding combat themselves but playfully using their magic to interfere with the party.",,,fairies
09,16,,0916,Town / Farmland,ERWYN,,,,,,
09,17,,0917,Open Countryside,,,,,,,
09,18,,0918,Forest,,,,,,,
09,19,,0919,Open Countryside,,,Matthew Schmeer,A dead Hill Giant is trampled into the mud. Close examination reveals she was dragged to this location.,http://rendedpress.blogspot.com,,Giants
09,20,,0920,Open Countryside,,,Matthew Schmeer,"An untended flock of 3,000 sheep trample anything in their path.",http://rendedpress.blogspot.com,,Sheep
09,21,,0921,Open Countryside,,,Matthew Schmeer,The huge swath of countryside is trampled to mud intermingled with bloody chunks of lamb. ,http://rendedpress.blogspot.com,,Sheep
09,22,,0922,Hills / Badlands,,,Matthew Schmeer,Two Hill Giants are locked in a fierce wrestling match while a priest from [[SULWYTH TEMPLE]]  adjudicates. The priest watches the match intently and warns outsiders not to interfere in the ritual.,http://rendedpress.blogspot.com,,Giants
09,23,,0923,Hills / Badlands,,,,,,,
10,01,,1001,Hills / Badlands,,,,,,,
10,02,,1002,Forest,,,,,,,
10,03,,1003,Hills / Badlands,,,,,,,
10,04,,1004,Town,CUMRY,,Gus L. ,"An ugly little town of depressingly poorly built cottages.  The townsfolk live mostly off robbery, animal trapping and hiring out thier youth as soldiers.  many of the towns residents are retired mercenaries and the entire place has an aura of seedy violence.  Of late things in [[CUMRY]] are on edge as villagers have been discovered in the morning slain by some strange terror, thier slime covered bodies partially melted and drained of blood.",http://dungeonofsigns.blogspot.com/,,Cumry
10,05,,1005,Open Countryside,CUMRY,,Gus L. ,"The degenerate mercenry bastards of [[Cumry]] use this flat to train thier youth in the art of ""the dirty coin"", the mercenaries 'way of survival.  The lands themselves are a patchy mess of grass and scrub with a few goat herds and a large number of sadistic animal traps scattered about. [[Cumry]]'s elders send gangs of youth here to learn the 'dirty eyegouge', 'possum strangler', 'the irrefutable offer' and 'compound interest' among others essential strategems and moral imperatives of the mercenary. Bands of pugnacious and morally vacant youth roam this land, each led by and elderly, often maimed ex-mercenary with a heart like a shrivled lemon.",http://dungeonofsigns.blogspot.com/,,Cumry
10,06,,1006,Mountains,,,,,,,
10,07,,1007,Open Countryside / Forest,,,Gus L.,"31 brigands out of [[CUMRY]] are camping here in the forest preparing for a dusk raid on the town of [[CAWTHER]].  Most of them are young and poorly armed with spears, wood felling axes and badly made light wooden shields.  Nive however are veteran mercenaries in good chain hauberks and equipped with crossbows, longswords, tower shields, and fighting spears.",http://dungeonofsigns.blogspot.com/,,Warbands
10,08,,1008,Open Countryside,,,,,,,
10,09,,1009,Town / Farmland,CAWTHER,,Matthew Schmeer,"The townspeople make monthly pilgrammages to [[SULWYTH TEMPLE]] to bring offerings of cheese, wine, and sheep. The temple has recently demanded a six-fold increase in these offerings else The Jale God bring His judgement against them. The townspeople are worried they cannot meet these demands.",http://rendedpress.blogspot.com,,Sheep
10,10,,1010,Hills / Badlands,NARROW PASS,,,,,,
10,11,,1011,Hills / Badlands,,,Gus L.,"A rag swaddled devil in a grey oaken mask sets up a red spider silk pavillion here and trades travellers ""heart's desires'"" for thier souls.  He writes the contracts in diabolic, so most of them are full of the typical nasty conditions, but they aren't lies.  The Oak Devil's actual powers to grant wishes are very limited and he prefers to use other travelers as his catspaws.  Currently he's looking for someone to steal (alive or dead, the contract didn't say) a young woman in a green silk jacket from the Spiderherds ([[0722]]) and deliver her to a lust blind idiot farm boy in [[Cawther]] ([[1009]]).  He's on a tight schedule so the Devil will pay in the red gold of hell or a favor. ",http://dungeonofsigns.blogspot.com/,,Devils
10,12,,1012,Open Countryside,,,,,,,
10,13,,1013,Open Countryside,,,,,,,
10,14,,1014,Open Countryside,,,,,,,
10,15,,1015,Swamp,,,,,,,
10,16,,1016,Swamp,,,,,,,
10,17,,1017,Open Countryside,,,Gus L.,"A lovely knight's pavillion of black silk, embroidered with roses and cranes stands by alone in these lavender fields.  Appraoching strangers will be met be a limping dwarf with haunted eyes and a black mask.  He will inform that his master, a knight of great renown, will fight any who wish to challenge him - and offers  10,000 Gold Coins (The red Gold of Hell again) to any who can defeat him.  Loss is to forfeit onself to service to the knight (by which he means forfiet one's soul).   The knight of the pavillion is a Seneschal of Hell, and cannot be harmed with normal weapons, likewise his sword of liquid shadows ignores all armor and he knows a word that saps strength (reduces it to 3 for a day) the strength of warriors.  He stands regally in black armor with a long black helm like the beak of a crane (under the helm is another similar helm with the same beak).  He has hired mercenaries [[2020]] to scout out [[Aeravir Castle]] and his enemy the Regal devil near the castle ([[2023]]) who's power he fears.",http://dungeonofsigns.blogspot.com/,,Devils
10,18,,1018,Forest,,,,,,,
10,19,,1019,Hills / Badlands,,,Gus L.,"A new colony of filth smeared diminuative Hole People (as halflings) is digging in here, destorying the lush meadowlands with stone maddocks and intentionally spreading urine to kill plantlife.  The colony of 102 (88 combatants) is only a month old and on its first set of shalllow pits, but if asked its members will claim to have ""always been here"".  They are not antisocial and have had a bumper crop of slugs lately that they will offer to outsiders.  If they learn of the existence of Filthsqualor the Unhealthful ([[0804]]) they will begin praying fervently to him and greatly increase his power.  If told of the Hole Person colony to the North ([1102]]) they will deny the possibility of its existence before becoming cranky and hostile.",http://dungeonofsigns.blogspot.com/,,Hole People
10,20,,1020,Mountains,,,,,,,
10,21,,1021,Mountains,SULWYTH TEMPLE,,Unknown,"A temple entirely composed of menhirs, iron blocks (an ostentatious absurdity) and cold grey slate tile.  Sulwyth is a god of Stregth, but not self-reflective 'strength of the soul' sort of strength - breaking things strength.  the priests of Sulwyth a big muscular fellows, and not a few of them are hill giants, because beign stronger then the other guy, or looking it, is the entrity of Sulwyth's creed.  Sulwyth has a fair number of followers, because he's a generous diety to those who have bulging muscles, and his faovrite act of devotion is smashing things.  Sulwyth is popular with less thoughtful and skilled blacksmiths and giants.  Indeed the mark of Sulwyth (two pythons opposed) can be invoked as a parley sgn with many lesser (hill, mud, stone and forest) giants.  The greatest mystery of the temple is a huge iron monolith, called ""The immovable"" - legend claims that only the avatar of Sulwyth is capable of moving it (though 50lbs of blackpowder would be a start).",,,giants
10,22,,1022,Mountains,,,,,,,
10,23,,1023,Hills / Badlands,,,,,,,
11,01,,1101,Hills / Badlands,,,,,,,
11,02,,1102,Hills / Badlands,,,Gus L. ,"Mounds of dirt and rock abruptly rip up from beneath the grasslands.  This range of low hills is entirely unnatural, the product of generations of labor by a warren of Hole People.  The 3' tall human-like creatures (as halflings) live underground in filthy dirt chambers carved with crude stone tools and subsist on a diet of slugs and lichens they grow in thier holes.  Because of thier unsanitary habits Hole People warrens appear largely abandoned, with chamber after chamber of refuse and filth above the inhabited holes of the band. They worship a not entirely unreal slug diety ([[0804]]).",http://dungeonofsigns.blogspot.com/,,Hole People
11,03,,1103,Swamp,,,,,,,
11,04,,1104,Open Countryside,,,Evan Webber,"Hidden within this swampy area the much diminished Valentini gang has set up a small military-style camp; they imagine the swift waters of the Nester will keep them safe from any vengeful clowns from [[CUMRY]] until they can find a good spot to relocate to. At any given time there are 2d6+10 human theives here along with 2d6 frogs. Among these are a cutpurse named Leopardo and the gang's current acting boss, Sebastiano Valentini, a powerful frog fighter. They have abundant treasure.",,,Frog People
11,05,,1105,Mountains,,,,,,,
11,06,,1106,Mountains,,,,,,,
11,07,,1107,Hills / Badlands,,,Gus L,"Above the blasted wastes of this area, a black scree of flint, orange lichen and large thorny shrubs, floats a gleaming bronze paltform.  The saucer shaped artifact is home to a group of 45 bone pierced, clay caked berserkers, who descend in the early hours of the morning to hunt and raid in the lands around the platform.  They are widely reviled and the people of [[CAWTHER]] and [[CUMRY]], as well as the giants and priests of [[SULWYTH TEMPLE]] would be pleased to see them die badly.",http://dungeonofsigns.blogspot.com/,,Warbands
11,08,,1108,Hills / Badlands,,,Gus L,The black flint scree here contains a fair number of glimmering bleached bones.,http://dungeonofsigns.blogspot.com/,,
11,09,,1109,Hills / Badlands,,,Vance A.,Journeyman-morticians drive their black and offal-stinking tumbrills through the pass.  They are seeking the battlefield [[1205]] to pick over the dead and properly inter the dead of the Red Hands.,http://leicestersramble.blogspot.com/,,
11,10,,1110,Open Countryside,,,,,,,
11,11,,1111,Mountains,,,Gus L,"A band of four (4) robust young hill giants wander, entirely lost, through these mountains snacking on bighorn sheep. The giants are on a pillgramage to Sulwyth temple to try thier strength at shifting the immovable"" and wrestling the priests there (they will lose).  They don't want to get into any tussels in the meantime, but could really use some 'muscle food' - especially a few juicy bullocks ([[0122]]), for which they would pay with the contents of thier sacks (gold and rotten meat) and promises of friendship.  The giants are also flumoxed by the twisty little mountain paths here and could use some directions/guidance to [[Sulwyth Temple]], but they won't admit they are lost.",http://dungeonofsigns.blogspot.com/,,giants
11,12,,1112,Hills / Badlands,,,,,,,
11,13,,1113,Hills / Badlands,,,,,,,
11,14,,1114,Mountains,,,,,,,
11,15,,1115,Open Countryside,,,,,,,
11,16,,1116,Open Countryside,,,Vance A.,"A trio of gnome aeronauts attempt to repair their crashed dirigible.  Two of their kin perished in the crash, one of whom was their chief fabricator.  Anyone with above-average seamstressing skills will be greatly appreciated to help patch up the airbag.  The craft is propelled by an alcohol-fueled Stirling engine.",http://leicestersramble.blogspot.com/,,"technology, gnomes"
11,17,,1117,Forest / Open Countryside,,,,,,,
11,18,,1118,Open Countryside,,,,,,,
11,19,,1119,Swamp,,,Matthew Schmeer,"A village of frog people (3d30) lies half-submerged in the the foulest, most stagnant part of the swamp. The leader of the village and several of the stoutest warriors forged an alliance with a roving band of misfits (Hex [[1104]]) and have been missing for several weeks. The shaman has been making decisions in his stead and has fed all the female froglings highly hallucinogenic Botchi Flies in an attempt to channel the Divine Braaaap of the Frog God.",http://rendedpress.blogspot.com,,Frog People
11,20,,1120,Forest,,,,,,,
11,21,,1121,Mountains,,,,,,,
11,22,,1122,Mountains / Open Countryside,,,,,,,
11,23,,1123,Mountains,,,,,,,
12,00,,1200,Open Countryside,,,,,,,
12,01,,1201,Forest,,,,,,,
12,02,,1202,Forest,,,,,,,
12,03,,1203,Hills / Badlands,,,,,,,
12,04,,1204,Mountains,,,,,,,
12,05,,1205,Open Countryside,,,Gus L.,"A battle was fought here recently, between men in bronze and iron armor and men with heavy hide shields and bone scale robes.  Both sides have left at least fifty dead on the field, and most of the bodies are unlooted.  Carrion and other scavengers gather.",http://dungeonofsigns.blogspot.com/,,Warbands
12,06,,1206,Mountains,,,,,,,
12,07,,1207,Mountains,,,,,,,
12,08,,1208,Hills / Badlands,,,,,,,
12,09,,1209,Hills / Badlands,,,,,,,
12,10,,1210,Hills / Badlands / Open Countryside,,,,,,,
12,11,,1211,Mountains,,,,,,,
